"","Player.Name","Yearly.Salary","Age","Position","Nationality","team.y","MP","Starts","Min","X90s","goal.90","assit.90","G.p.90","PK","PKatt","CrdY","CrdR","Gls","Ast","G.A","G.PK","G.A.PK","Sh.x","Shot.on.Target","SoT.","Sh.90","SoT.90","G.Sh","G.SoT","Dist","FK","total.completed","total.tempted","X.total..completed.","total.distance","progressive.distance","short.completed","short.attempted","short.","mediumm.completed","medium.attempted","X.medium","long.complted","long.attempted","long..","xA","KP","X1.3.x","PPA","CrsPA","Prog.x","SCA","SCA90","PassLive","PassDead","Drib","Sh.y","Fld","Def","GCA","GCA90","ATG.in.play","ATG.not.in.play","ATG.drib","ATG.shot","ATG.fouls","ATG.finalized","Tkl","TklW","Def.3rd.x","Mid.3rd.x","Att.3rd.x","X.contrs.opponents","Att.x","Tkl.","Past","Press","Succ.x","X.","Pressin.def","Press.mid","Press.att","Blocks","Sh","ShSv","Pass","Int","Tkl.Int","Clr","Err","Touches","Def.Pen","Def.3rd.y","Mid.3rd.y","Att.3rd.y","Att.Pen","Live","Succ.y","Att.y","Succ.","X.Pl","Megs","Carries","TotDist","PrgDist","Prog.y","X1.3.y","CPA","Mis","Dis","Targ","Rec","Rec.","prog..ric.","X2CrdY","Fls","sub_fouls","Off","Crs","OG","Recov","Won","Lost","Won."
"71","Artur Ionita",1664000,29,"M","Moldova","benevento",36,34,2835,31.5,2,0,2,0,0,6,0,0.06,0,0.06,0.06,0.06,24,8,33.3,0.76,0.25,0.08,0.25,18.3,0,598,767,78,9436,2447,332,389,85.3,193,241,80.1,47,79,59.5,0.4,9,48,10,3,39,26,0.83,19,1,2,0,2,2,4,0.13,2,0,0,0,1,1,51,35,19,27,5,15,56,26.8,41,543,159,29.3,141,299,103,44,13,0,31,35,86,31,0,1033,55,251,601,251,38,1014,20,30,66.7,21,0,576,3290,1537,60,27,2,23,26,797,572,71.8,64,0,60,24,1,17,0,240,71,89,44.4
"72","Arturo Calabresi",442000,24,"D","Italy","bologna-fc-1909",1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,66.7,110,74,0,0,0,3,4,75,1,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7,4,6,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,3,0,0,NA
"73","Arturo Calabresi",442000,24,"D","Italy","cagliari",2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,77.8,241,84,6,8,75,7,7,100,1,2,50,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,4,40,2,3,5,0,0,0,0,0,0,2,0,20,0,4,6,11,0,16,1,1,100,1,0,11,58,37,2,1,0,0,0,10,9,90,1,0,0,0,0,1,0,4,1,0,100
"74","Arturo Vidal",9048000,33,"M","Chile","fc-internazionale-milano",23,14,1138,12.6,1,1,1,0,0,3,0,0.08,0.08,0.16,0.08,0.16,21,3,14.3,1.66,0.24,0.05,0.33,14,0,638,746,85.5,12154,2881,266,301,88.4,262,301,87,94,116,81,1.3,10,69,17,4,71,34,2.69,30,0,0,1,2,1,5,0.4,5,0,0,0,0,0,32,23,14,12,6,12,38,31.6,26,290,80,27.6,112,139,39,29,3,0,26,18,50,11,0,878,25,218,500,223,35,870,5,7,71.4,5,0,556,2551,1518,63,18,4,8,6,700,631,90.1,36,0,29,16,0,12,0,139,22,16,57.9
"75","Ashley Young",4732000,35,"D","England","fc-internazionale-milano",26,16,1425,15.8,1,4,1,0,0,4,0,0.06,0.25,0.32,0.06,0.32,15,5,33.3,0.95,0.32,0.07,0.2,16.5,1,551,676,81.5,9420,3131,265,279,95,234,289,81,47,78,60.3,2.7,29,25,27,10,49,39,2.46,31,6,1,0,1,0,4,0.25,4,0,0,0,0,0,24,9,10,9,5,5,12,41.7,7,134,32,23.9,51,46,37,23,0,0,23,9,33,27,0,801,38,228,284,319,35,683,7,15,46.7,7,0,480,1974,1139,58,12,6,9,5,582,507,87.1,48,0,13,15,3,36,0,83,5,8,38.5
"76","Bartlomiej Dragowski",1508000,22,"GK","Poland","acf-fiorentina",36,36,3148,35,0,1,0,0,0,0,1,0,0.03,0.03,0,0.03,0,0,0,0,0,0,0,0,0,696,1062,65.5,23008,15272,130,130,100,248,256,96.9,314,672,46.7,0.1,1,20,1,0,0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,25,8,0,0,0,0,0,0,0,0,0,1,1148,1027,1145,3,0,0,774,0,0,0,0,0,507,3037,1765,0,0,0,0,0,423,421,99.5,0,0,1,5,0,0,0,171,0,0,NA
"77","Bartosz Bereszynski",936000,28,"D","Poland","u.c.-sampdoria",31,29,2607,29,1,0,1,0,0,2,0,0.03,0,0.03,0.03,0.03,3,1,33.3,0.1,0.03,0.33,1,16.8,0,1220,1496,81.6,20790,7965,573,635,90.2,506,597,84.8,115,194,59.3,0.7,7,68,19,8,95,24,0.83,20,1,2,0,1,0,0,0,0,0,0,0,0,0,72,46,42,23,7,22,59,37.3,37,427,141,33,205,163,59,78,21,1,57,34,106,80,3,1786,145,656,835,401,20,1519,17,26,65.4,18,2,947,4900,2686,98,32,4,22,17,1039,959,92.3,35,0,28,28,0,29,0,285,36,32,52.9
"78","Bastos",1768000,27,"D","Angola","lazio",2,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,42,92.9,647,160,18,20,90,16,17,94.1,3,3,100,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,0,1,0,1,23,9,39.1,15,7,1,3,0,0,3,0,4,1,0,53,7,28,20,8,2,51,2,4,50,2,0,37,155,69,2,1,0,0,2,36,35,97.2,1,0,1,4,0,0,0,8,1,0,100
"79","Berat Djimsiti",1508000,27,"D","Albania","atalanta",33,28,2625,29.2,0,3,0,0,0,8,0,0,0.1,0.1,0,0.1,21,1,4.8,0.72,0.03,0,0,9.2,0,1558,1769,88.1,28327,9318,683,752,90.8,683,741,92.2,179,237,75.5,2.2,15,136,21,3,138,38,1.3,31,1,1,4,1,0,7,0.24,5,1,0,1,0,0,41,26,24,14,3,16,36,44.4,20,308,122,39.6,135,139,34,49,19,1,30,48,89,116,0,2066,168,778,1079,351,54,1986,7,10,70,7,1,1292,7272,3908,169,53,3,17,12,1452,1382,95.2,47,0,31,26,1,9,0,321,78,30,72.2
"80","Borja Mayoral",1092000,23,"ST","Spain","as-roma",31,18,1551,17.2,10,3,10,0,0,1,0,0.58,0.17,0.75,0.58,0.75,41,16,39,2.38,0.93,0.24,0.63,13.9,0,293,366,80.1,4926,687,157,187,84,91,111,82,36,45,80,1.7,22,17,11,0,21,51,2.96,34,0,4,7,3,3,8,0.46,3,0,2,1,2,0,6,5,0,2,4,1,12,8.3,11,272,74,27.2,7,124,141,6,0,0,6,3,9,3,1,525,5,26,245,289,88,496,15,25,60,16,1,390,1726,846,45,20,14,35,31,872,429,49.2,148,0,10,27,13,8,0,38,16,62,20.5
"81","Borja Valero",1872000,35,"M","Spain","acf-fiorentina",20,4,491,5.5,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0.92,0,0,0,19.9,0,276,308,89.6,4707,1090,135,144,93.8,97,108,89.8,34,40,85,0.1,3,22,1,0,19,10,1.83,7,1,0,0,2,0,1,0.18,0,1,0,0,0,0,12,7,7,5,0,3,12,25,9,121,30,24.8,44,59,18,4,1,0,3,7,19,1,0,370,12,67,218,102,7,355,7,14,50,8,1,270,1542,737,34,4,1,7,10,320,270,84.4,14,0,11,15,1,1,0,54,2,6,25
"82","Bosko Sutalo",390000,20,"D","Croatia","atalanta",7,3,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,155,83.9,2079,787,69,80,86.3,53,61,86.9,8,9,88.9,0.2,2,7,0,0,8,5,1.93,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0,7,5,1,3,3,2,4,50,2,25,12,48,9,9,7,3,1,0,2,2,9,16,0,187,8,71,92,39,3,180,1,2,50,1,0,130,630,351,9,5,0,3,4,127,121,95.3,2,0,2,4,0,2,0,29,14,8,63.6
"83","Brahim Diaz",5928000,20,"ST","Spain","ac-milan",27,15,1228,13.6,4,3,4,0,0,2,0,0.29,0.22,0.51,0.29,0.51,26,9,34.6,1.91,0.66,0.15,0.44,16.3,0,421,485,86.8,6214,1289,248,272,91.2,128,145,88.3,27,40,67.5,1.6,19,30,10,3,28,47,3.44,26,4,5,3,9,0,11,0.81,6,1,3,0,1,0,22,20,10,9,3,5,16,31.3,11,277,76,27.4,53,129,95,12,1,0,11,6,28,2,0,664,7,63,331,325,55,641,33,52,63.5,34,1,509,2648,1367,74,25,6,34,36,674,498,73.9,93,0,14,29,1,8,0,87,6,30,16.7
"84","Bram Nuytinck",1196000,30,"D","Holland","udinese",20,19,1641,18.2,1,0,1,0,0,1,0,0.05,0,0.05,0.05,0.05,4,2,50,0.22,0.11,0.25,0.5,14,0,699,815,85.8,15203,4396,189,206,91.7,370,392,94.4,130,199,65.3,0.1,2,38,1,1,35,6,0.33,5,0,1,0,0,0,0,0,0,0,0,0,0,0,30,14,17,10,3,16,28,57.1,12,168,64,38.1,105,54,9,36,17,0,19,22,52,113,0,1027,164,590,475,32,12,994,3,5,60,3,1,620,3474,2065,43,3,0,0,3,682,664,97.4,0,0,8,5,0,3,0,110,47,18,72.3
"85","Bremer",988000,23,"D","Brazil","torino",33,33,2935,32.6,5,0,5,0,0,2,0,0.15,0,0.15,0.15,0.15,26,9,34.6,0.8,0.28,0.19,0.56,8.9,0,1346,1594,84.4,29086,9311,396,429,92.3,694,760,91.3,239,363,65.8,0.5,7,74,3,0,69,19,0.58,15,0,0,2,1,1,2,0.06,1,0,0,0,1,0,65,41,51,12,2,21,40,52.5,19,360,133,36.9,224,114,22,60,20,0,40,88,153,200,0,2020,276,1089,959,105,39,1972,6,12,50,7,0,1246,7298,3720,69,13,0,9,12,1296,1255,96.8,10,0,30,16,0,1,0,271,92,60,60.5
"86","Bruno Alves",1196000,38,"D","Portugal","parma-calcio-1913",19,18,1632,18.1,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,10,3,30,0.55,0.17,0.1,0.33,22,3,796,916,86.9,20841,6386,117,127,92.1,409,458,89.3,265,325,81.5,0.1,2,42,2,1,36,7,0.39,6,1,0,0,0,0,0,0,0,0,0,0,0,0,16,6,10,6,0,8,13,61.5,5,139,37,26.6,92,42,5,28,14,0,14,15,31,87,0,1076,199,624,491,40,18,1038,2,4,50,2,0,597,3567,1852,23,2,0,2,1,730,720,98.6,5,0,20,9,1,7,0,162,45,7,86.5
"87","Bruno Peres",3224000,30,"D","Brazil","as-roma",30,14,1427,15.9,1,2,1,0,0,6,0,0.06,0.13,0.19,0.06,0.19,12,6,50,0.76,0.38,0.08,0.17,17.1,0,633,763,83,11609,2965,279,305,91.5,273,319,85.6,77,113,68.1,4.1,28,27,18,7,41,42,2.65,35,4,1,2,0,0,4,0.25,4,0,0,0,0,0,20,14,9,9,2,8,22,36.4,14,153,39,25.5,57,69,27,26,4,1,22,27,47,13,0,903,31,230,406,343,41,793,14,25,56,15,0,613,3971,2425,114,29,14,17,16,653,577,88.4,58,0,23,16,1,47,0,112,5,15,25
"88","Bryan Cristante",3224000,25,"D","Italy","as-roma",34,22,2155,23.9,1,3,1,0,0,8,0,0.04,0.13,0.17,0.04,0.17,27,7,25.9,1.13,0.29,0.04,0.14,17.9,0,1276,1529,83.5,28442,9146,379,426,89,634,687,92.3,257,388,66.2,0.9,15,123,21,3,120,35,1.46,28,0,2,4,0,1,5,0.21,5,0,0,0,0,0,38,31,17,18,3,8,26,30.8,18,375,108,28.8,133,172,70,29,9,0,20,34,72,76,2,1737,187,714,965,195,27,1675,17,21,81,17,0,1228,7647,3922,104,22,3,17,15,1352,1288,95.3,50,0,31,13,4,11,1,196,37,27,57.8
"89","Bryan Dabo",1196000,28,"M","Burkina Faso","benevento",25,12,1117,12.4,0,0,0,0,0,5,0,0,0,0,0,0,12,2,16.7,0.97,0.16,0,0,17.9,0,456,584,78.1,8101,2249,205,248,82.7,178,219,81.3,58,85,68.2,0.3,9,48,13,3,64,22,1.77,20,1,0,0,1,0,2,0.16,2,0,0,0,0,0,15,8,9,4,2,6,17,35.3,11,181,52,28.7,59,93,29,15,2,0,13,14,29,18,0,715,31,149,423,200,23,699,14,24,58.3,14,1,439,2727,1463,61,26,5,20,11,577,489,84.7,36,0,18,19,1,14,0,128,53,21,71.6
"90","Bryan Reynolds",130000,19,"D","U.S.A.","as-roma",5,3,283,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,147,84.4,2171,641,65,71,91.5,47,55,85.5,11,18,61.1,0,1,8,2,0,5,2,0.64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,2,1,8,12.5,7,76,20,26.3,28,34,14,3,0,0,3,5,9,3,0,177,1,45,87,56,3,147,3,6,50,4,0,115,567,337,15,2,0,5,5,127,115,90.6,4,0,5,3,0,5,0,13,3,4,42.9
"91","Carles Perez",2860000,22,"ST","Spain","as-roma",21,6,773,8.6,2,1,2,0,0,0,0,0.23,0.12,0.35,0.23,0.35,23,8,34.8,2.68,0.93,0.09,0.25,15.6,0,235,303,77.6,3907,598,115,139,82.7,98,118,83.1,16,31,51.6,1.3,14,12,5,0,14,32,3.73,13,6,6,3,3,1,5,0.58,0,1,2,1,1,0,10,5,2,7,1,6,23,26.1,17,195,50,25.6,22,91,82,13,0,0,13,3,13,2,0,414,6,37,198,211,39,395,16,32,50,17,1,312,1861,998,50,21,12,16,18,415,311,74.9,57,0,12,7,0,13,0,48,3,12,20
"92","Carlo Pinsoglio",624000,30,"GK","Italy","juventus",1,0,23,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,90.9,178,113,6,6,100,3,3,100,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,12,0,0,0,10,0,0,0,0,0,6,19,4,0,0,0,0,0,8,8,100,0,0,0,0,0,0,0,1,0,0,NA
"93","Charalampos Lykogiannis",936000,26,"D","Greece","cagliari",31,29,2418,26.9,4,2,4,0,0,10,2,0.15,0.07,0.22,0.15,0.22,28,7,25,1.04,0.26,0.14,0.57,20.3,9,822,1194,68.8,15474,7258,312,363,86,414,549,75.4,84,217,38.7,1.5,13,65,16,8,81,28,1.04,17,8,0,2,0,1,2,0.07,2,0,0,0,0,0,34,15,21,9,4,15,32,46.9,17,276,67,24.3,126,97,53,68,14,0,54,29,63,100,0,1502,126,515,673,412,28,1219,14,25,56,15,1,797,3926,2503,85,31,4,24,21,926,791,85.4,40,2,29,24,2,70,0,186,60,35,63.2
"94","Chris Smalling",5304000,30,"D","England","as-roma",16,13,1111,12.3,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,7,1,14.3,0.57,0.08,0,0,8.7,0,613,664,92.3,13151,3275,148,157,94.3,363,375,96.8,96,123,78,0.5,2,19,0,0,12,5,0.41,4,0,0,0,0,1,1,0.08,1,0,0,0,0,0,11,7,6,4,1,5,12,41.7,7,110,37,33.6,56,50,4,21,10,0,11,22,33,64,1,792,111,433,375,25,14,770,4,4,100,4,0,475,2317,960,15,2,0,5,2,533,526,98.7,1,0,14,8,1,0,0,113,32,14,69.6
"95","Christian Eriksen",12636000,28,"M","Denmark","fc-internazionale-milano",26,17,1385,15.4,3,0,3,0,0,1,0,0.19,0,0.19,0.19,0.19,30,11,36.7,1.95,0.71,0.1,0.27,22.2,7,844,1028,82.1,16043,4454,351,386,90.9,366,405,90.4,110,206,53.4,2.6,30,78,22,4,71,51,3.31,30,18,0,3,0,0,2,0.13,2,0,0,0,0,0,12,8,8,2,2,5,21,23.8,16,177,51,28.8,52,77,48,22,2,0,20,10,22,14,1,1162,28,249,583,412,28,1047,10,13,76.9,10,2,762,3546,1854,91,34,2,22,20,915,848,92.7,40,0,13,4,1,26,0,128,12,5,70.6
"96","Christian Kouame",2132000,22,"ST","Ivory Coast","acf-fiorentina",33,9,995,11.1,1,1,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,19,6,31.6,1.72,0.54,0.05,0.17,9.8,0,248,330,75.2,3244,442,162,204,79.4,65,84,77.4,6,9,66.7,1.2,10,9,7,1,13,17,1.54,15,0,1,0,1,0,3,0.27,2,0,1,0,0,0,16,11,3,4,9,5,13,38.5,8,179,46,25.7,25,65,89,5,0,0,5,4,20,4,0,487,5,32,228,251,63,470,15,22,68.2,16,0,325,1114,381,19,6,8,42,37,620,378,61,124,0,25,33,5,7,0,53,47,50,48.5
"97","Christian Pastina",124800,19,"D","Italy","benevento",3,0,121,1.3,0,1,0,0,0,1,0,0,0.74,0.74,0,0.74,0,0,0,0,0,0,0,0,0,53,66,80.3,1066,253,26,29,89.7,17,21,81,9,14,64.3,0.4,1,2,1,1,2,1,0.74,1,0,0,0,0,0,1,0.74,1,0,0,0,0,0,4,2,3,1,0,0,0,0,0,15,3,20,10,3,2,1,0,0,1,1,5,6,0,76,8,30,45,5,0,72,0,0,0,0,0,44,232,169,2,1,0,0,0,60,54,90,0,0,2,0,0,1,0,6,0,1,0
"98","Ciprian Tatarusanu",1768000,34,"GK","Romania","ac-milan",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,88.9,483,297,9,9,100,13,13,100,2,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,26,30,0,0,0,26,0,0,0,0,0,15,63,29,0,0,0,0,0,14,14,100,0,0,0,0,0,0,0,6,0,0,NA
"99","Ciro Immobile",4108000,29,"ST","Italy","lazio",35,34,2849,31.7,20,6,16,4,8,4,1,0.63,0.19,0.82,0.51,0.69,114,44,38.6,3.6,1.39,0.14,0.36,16,0,663,888,74.7,9810,1877,373,465,80.2,179,248,72.2,60,88,68.2,6.7,54,31,31,2,62,120,3.79,84,2,11,13,9,1,18,0.57,9,0,1,3,4,1,15,9,5,3,7,5,23,21.7,18,440,129,29.3,54,159,227,15,0,0,15,5,20,6,0,1241,10,116,475,722,231,1209,32,49,65.3,37,2,882,4428,2282,128,35,36,76,58,1621,993,61.3,304,0,37,44,30,20,0,151,27,56,32.5
"100","Claudio Terzi",436800,36,"D","Italy","spezia-calcio",25,22,1869,20.8,1,1,1,0,0,9,1,0.05,0.05,0.1,0.05,0.1,5,2,40,0.24,0.1,0.2,0.5,8.9,0,1107,1323,83.7,27578,9207,265,292,90.8,498,545,91.4,340,469,72.5,0.1,3,103,8,0,73,11,0.53,9,1,0,1,0,0,2,0.1,2,0,0,0,0,0,34,14,21,12,1,17,28,60.7,11,201,74,36.8,99,98,4,34,12,1,22,35,69,80,1,1513,153,769,806,64,10,1441,4,7,57.1,5,0,927,7005,3805,95,19,0,2,3,1067,1046,98,0,1,24,18,2,5,0,193,45,28,61.6
"101","Cristian Ansaldi",1820000,33,"D","Argentina","torino",31,20,1947,21.6,1,6,0,1,1,1,0,0.05,0.28,0.32,0,0.28,16,6,37.5,0.74,0.28,0,0,23.9,2,684,1008,67.9,14437,6071,272,312,87.2,276,365,75.6,129,299,43.1,5,35,62,40,32,78,61,2.82,39,13,3,2,1,3,8,0.37,7,0,1,0,0,0,48,26,24,16,8,25,40,62.5,15,262,81,30.9,115,85,62,32,7,0,25,27,75,27,1,1213,71,318,540,458,32,983,34,63,54,36,2,769,5796,3089,148,47,10,14,22,775,682,88,29,0,24,22,0,133,0,150,7,16,30.4
"102","Cristian Dell'Orco",1144000,26,"D","Italy","spezia-calcio",8,2,262,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.34,0,0,0,6.7,0,110,143,76.9,2209,627,42,54,77.8,47,51,92.2,18,33,54.5,0,0,5,0,0,4,1,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,50,1,18,7,38.9,8,5,5,11,6,0,5,4,5,7,0,170,24,80,82,17,2,148,0,0,0,0,0,80,508,310,5,1,0,2,2,91,87,95.6,1,0,2,2,0,0,0,37,5,4,55.6
"103","Cristian Romero",1612000,22,"D","Argentina","atalanta",31,29,2545,28.3,2,2,2,0,0,10,0,0.07,0.07,0.14,0.07,0.14,14,7,50,0.5,0.25,0.14,0.29,9.4,0,1128,1247,90.5,24001,6356,305,339,90,610,641,95.2,197,232,84.9,1,8,50,7,0,68,23,0.81,18,0,1,1,2,1,5,0.18,3,0,1,0,1,0,75,46,50,22,3,11,40,27.5,29,486,173,35.6,226,236,24,52,14,0,38,81,156,148,2,1623,171,776,851,97,30,1569,10,15,66.7,11,1,926,5983,2499,81,18,0,7,12,859,815,94.9,13,0,71,33,0,0,0,358,112,54,67.5
"104","Cristian Zapata",2132000,33,"D","Colombia","genoa-cfc",12,12,968,10.8,0,0,0,0,0,2,0,0,0,0,0,0,4,2,50,0.37,0.19,0,0,14,0,440,493,89.2,9737,2452,111,122,91,233,248,94,93,117,79.5,0,0,9,1,0,12,5,0.46,1,0,0,3,0,1,0,0,0,0,0,0,0,0,24,16,17,6,1,12,15,80,3,102,34,33.3,58,42,2,21,14,1,7,16,40,66,2,617,142,394,235,14,5,591,1,2,50,1,0,357,1828,918,12,3,0,4,0,394,391,99.2,1,0,6,6,0,0,0,67,30,10,75
"105","Cristiano Biraghi",2132000,27,"D","Italy","acf-fiorentina",35,31,2803,31.1,1,5,1,0,0,8,0,0.03,0.16,0.19,0.03,0.19,25,6,24,0.8,0.19,0.04,0.17,20.1,7,1198,1733,69.1,21911,9621,535,604,88.6,486,650,74.8,150,401,37.4,6.8,51,88,46,32,129,78,2.5,43,31,1,1,2,0,7,0.22,6,1,0,0,0,0,42,20,22,11,9,21,41,51.2,20,241,63,26.1,90,99,52,45,9,0,36,19,61,71,0,1984,94,432,806,851,59,1579,16,34,47.1,17,2,1117,5511,3229,159,53,9,23,8,1305,1180,90.4,81,0,27,24,4,163,0,203,11,19,36.7
"106","Cristiano Ronaldo",5.2e+07,35,"ST","Portugal","juventus",33,31,2802,31.1,29,2,23,6,8,3,0,0.93,0.06,1,0.74,0.8,162,60,37,5.2,1.93,0.14,0.38,17.6,17,853,1086,78.5,12997,2825,485,575,84.3,289,357,81,55,87,63.2,2.8,30,59,32,6,81,114,3.66,62,1,18,17,12,4,16,0.51,7,0,3,5,1,0,9,3,3,5,1,4,21,19,17,225,61,27.1,24,89,112,15,5,0,10,8,17,16,0,1462,19,75,675,846,213,1398,58,90,64.4,59,2,1075,6441,4188,265,85,59,54,45,1678,1207,71.9,291,0,17,43,31,52,0,126,29,21,58
