"","Player.Name","Yearly.Salary","Age","Position","Nationality","team.y","MP","Starts","Min","X90s","goal.90","assit.90","G.p.90","PK","PKatt","CrdY","CrdR","Gls","Ast","G.A","G.PK","G.A.PK","Sh.x","Shot.on.Target","SoT.","Sh.90","SoT.90","G.Sh","G.SoT","Dist","FK","total.completed","total.tempted","X.total..completed.","total.distance","progressive.distance","short.completed","short.attempted","short.","mediumm.completed","medium.attempted","X.medium","long.complted","long.attempted","long..","xA","KP","X1.3.x","PPA","CrsPA","Prog.x","SCA","SCA90","PassLive","PassDead","Drib","Sh.y","Fld","Def","GCA","GCA90","ATG.in.play","ATG.not.in.play","ATG.drib","ATG.shot","ATG.fouls","ATG.finalized","Tkl","TklW","Def.3rd.x","Mid.3rd.x","Att.3rd.x","X.contrs.opponents","Att.x","Tkl.","Past","Press","Succ.x","X.","Pressin.def","Press.mid","Press.att","Blocks","Sh","ShSv","Pass","Int","Tkl.Int","Clr","Err","Touches","Def.Pen","Def.3rd.y","Mid.3rd.y","Att.3rd.y","Att.Pen","Live","Succ.y","Att.y","Succ.","X.Pl","Megs","Carries","TotDist","PrgDist","Prog.y","X1.3.y","CPA","Mis","Dis","Targ","Rec","Rec.","prog..ric.","X2CrdY","Fls","sub_fouls","Off","Crs","OG","Recov","Won","Lost","Won."
"251","Jakub Jankto",1352000,24,"M","Czech Republic","u.c.-sampdoria",35,29,2409,26.8,6,3,6,0,0,6,0,0.22,0.11,0.34,0.22,0.34,40,11,27.5,1.49,0.41,0.15,0.55,16.8,0,632,914,69.1,11149,3077,291,353,82.4,247,337,73.3,77,167,46.1,3.1,31,46,24,8,64,51,1.91,31,9,2,5,4,0,5,0.19,4,0,1,0,0,0,22,10,12,8,2,9,38,23.7,29,378,84,22.2,97,162,119,42,3,0,39,19,41,30,0,1174,43,243,547,465,87,1128,11,27,40.7,11,2,783,4221,2273,98,37,18,30,36,1033,797,77.2,117,0,17,28,7,55,0,188,8,24,25
"252","Jasmin Kurtic",1716000,31,"M","Slovenia","parma-calcio-1913",34,31,2739,30.4,4,0,4,0,0,5,0,0.13,0,0.13,0.13,0.13,35,9,25.7,1.15,0.3,0.11,0.44,17.7,0,1194,1437,83.1,24069,5883,445,496,89.7,531,597,88.9,198,291,68,2,27,99,30,14,115,59,1.94,42,11,1,5,0,0,6,0.2,5,0,0,1,0,0,59,34,25,30,4,17,59,28.8,42,520,141,27.1,194,261,65,27,2,0,25,34,93,60,0,1705,83,378,1011,426,41,1628,16,28,57.1,19,1,1083,6381,3101,138,48,1,22,13,1312,1170,89.2,55,0,46,37,3,48,0,238,36,28,56.3
"253","Javier Pastore",7592000,31,"M","Argentina","as-roma",5,0,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,61,85.2,1223,478,13,19,68.4,24,26,92.3,15,16,93.8,0.4,4,12,6,0,17,5,5.49,5,0,0,0,0,0,1,1.1,1,0,0,0,0,0,2,1,2,0,0,1,2,50,1,17,5,29.4,6,6,5,0,0,0,0,1,3,0,0,68,0,9,41,19,0,68,2,2,100,2,0,49,231,120,8,0,0,2,1,57,54,94.7,8,0,1,1,0,0,0,10,2,1,66.7
"254","Jayden Braaf",421200,17,"ST","Holland","udinese",4,1,116,1.3,1,0,1,0,0,0,0,0.78,0,0.78,0.78,0.78,2,2,100,1.55,1.55,0.5,0.5,10.1,0,23,31,74.2,344,45,11,13,84.6,8,11,72.7,2,2,100,0.1,2,0,1,0,2,3,2.33,2,0,1,0,0,0,1,0.78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,15,2,13.3,2,5,8,2,0,0,2,1,1,0,0,45,1,3,15,29,9,45,4,5,80,4,1,34,203,79,4,1,0,4,3,56,33,58.9,16,0,2,1,0,1,0,8,0,5,0
"255","Jean-Victor Makengo",421200,22,"M","France","udinese",17,5,522,5.8,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0.69,0,0,0,24.4,0,165,205,80.5,2776,740,86,99,86.9,62,71,87.3,13,20,65,0,1,18,2,0,23,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0,9,7,5,2,2,2,14,14.3,12,105,29,27.6,44,44,17,5,1,0,4,3,12,5,0,270,10,60,156,79,10,268,6,8,75,6,0,194,1131,624,31,12,3,5,18,218,186,85.3,19,0,13,4,0,2,0,47,8,0,100
"256","Jens Petter Hauge",1404000,20,"ST","Norway","ac-milan",18,3,532,5.9,2,0,2,0,0,0,0,0.34,0,0.34,0.34,0.34,7,3,42.9,1.18,0.51,0.29,0.67,14.4,0,162,199,81.4,2474,629,95,106,89.6,57,68,83.8,8,13,61.5,1.8,11,7,8,0,23,21,3.55,17,0,4,0,0,0,4,0.68,2,0,2,0,0,0,6,4,2,3,1,4,8,50,4,112,30,26.8,29,50,33,10,1,0,9,2,8,3,0,261,5,28,102,147,26,256,14,20,70,15,0,197,851,433,20,6,2,10,12,274,196,71.5,43,0,12,1,1,2,0,31,3,14,17.6
"257","Jens Stryger Larsen",832000,29,"D","Denmark","udinese",33,30,2638,29.3,2,0,2,0,0,0,0,0.07,0,0.07,0.07,0.07,24,11,45.8,0.82,0.38,0.08,0.18,17.5,0,1056,1343,78.6,17732,7710,538,596,90.3,400,497,80.5,92,193,47.7,1,11,69,24,8,109,30,1.02,25,0,3,1,1,0,2,0.07,2,0,0,0,0,0,21,15,13,6,2,10,29,34.5,19,255,67,26.3,117,85,53,56,11,0,45,29,50,50,2,1571,110,487,690,486,36,1370,15,23,65.2,17,0,995,4741,2593,113,40,7,20,24,1154,1001,86.7,60,0,12,13,4,53,0,186,22,38,36.7
"258","Jerdy Schouten",676000,23,"M","Holland","bologna-fc-1909",34,28,2512,27.9,1,1,1,0,0,8,1,0.04,0.04,0.07,0.04,0.07,9,4,44.4,0.32,0.14,0.11,0.25,25.8,0,1204,1388,86.7,23632,6123,462,536,86.2,529,589,89.8,191,227,84.1,2.7,24,135,12,0,118,46,1.65,40,1,2,0,2,1,1,0.04,1,0,0,0,0,0,50,40,19,30,1,10,31,32.3,21,434,132,30.4,168,207,59,51,14,1,37,79,129,45,2,1669,95,476,978,304,4,1645,39,65,60,43,0,1107,4826,1936,68,27,3,19,32,1109,1045,94.2,30,0,48,24,1,7,0,342,42,37,53.2
"259","Jeremie Boga",832000,23,"ST","Ivory Coast","u.s.-sassuolo",27,20,1785,19.8,4,2,4,0,0,0,0,0.2,0.1,0.3,0.2,0.3,33,15,45.5,1.66,0.76,0.12,0.27,15.4,0,686,775,88.5,9572,1518,459,505,90.9,181,198,91.4,30,36,83.3,1.2,12,23,17,0,43,43,2.17,27,2,10,1,3,0,7,0.35,4,0,2,0,1,0,15,13,5,3,7,1,13,7.7,12,219,67,30.6,42,76,101,17,0,0,17,12,27,11,0,1045,23,148,449,564,81,1023,83,145,57.2,91,5,925,5510,3036,166,53,24,45,50,1081,862,79.7,121,0,10,35,9,20,0,96,6,10,37.5
"260","Jeremy Toljan",988000,25,"D","Germany","u.s.-sassuolo",26,18,1490,16.6,0,2,0,0,0,2,0,0,0.12,0.12,0,0.12,6,1,16.7,0.36,0.06,0,0,18.6,0,788,888,88.7,12796,3343,403,432,93.3,317,352,90.1,56,79,70.9,1,13,48,14,4,43,24,1.45,22,0,1,1,0,0,2,0.12,1,0,0,1,0,0,28,16,22,4,2,14,35,40,21,235,71,30.2,107,81,47,30,7,0,23,17,45,34,0,1040,71,308,513,290,37,927,6,14,42.9,8,0,662,3129,1582,57,26,5,16,12,766,693,90.5,55,0,23,14,4,36,0,111,4,15,21.1
"261","Jeroen Zoet",1404000,29,"GK","Holland","spezia-calcio",7,7,603,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,306,74.5,7187,3990,31,31,100,90,92,97.8,106,182,58.2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,33.3,3,0,0,0,0,0,0,0,0,0,0,327,283,323,4,0,0,273,0,0,0,0,0,191,951,546,0,0,0,0,0,188,188,100,0,0,2,1,0,0,0,47,0,0,NA
"262","Jerome Onguene",369200,22,"D","Cameroon","genoa-cfc",4,1,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,100,84,1562,563,31,34,91.2,43,50,86,9,13,69.2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,5,20,4,47,9,19.1,37,9,1,3,0,0,3,5,8,15,0,128,15,75,55,4,0,121,0,0,0,0,0,67,238,80,0,0,0,1,0,76,73,96.1,0,0,3,1,0,0,0,19,4,5,44.4
"263","Jesus",3744000,29,"D","Brazil","as-roma",5,0,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,130,92.3,2566,994,31,34,91.2,68,69,98.6,20,25,80,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,1,0,3,4,75,1,19,6,31.6,11,5,3,3,0,0,3,0,5,5,0,143,17,76,74,0,0,139,1,1,100,1,0,115,534,270,3,0,0,0,0,115,114,99.1,0,0,4,0,0,0,0,12,3,3,50
"264","Joakim Mahle",1248000,23,"D","Denmark","atalanta",20,12,1216,13.5,0,2,0,0,0,0,0,0,0.15,0.15,0,0.15,21,6,28.6,1.55,0.44,0,0,18.8,0,592,730,81.1,9199,4101,327,369,88.6,233,288,80.9,24,50,48,1.5,15,31,20,10,78,34,2.52,26,3,2,3,0,0,5,0.37,4,1,0,0,0,0,18,11,7,5,6,6,14,42.9,8,179,52,29.1,59,58,62,28,2,0,26,13,31,18,0,889,16,187,374,395,48,760,19,38,50,23,3,579,2690,1624,68,25,10,15,22,646,573,88.7,47,0,10,11,0,36,0,95,7,15,31.8
"265","Joao Pedro",2392000,28,"ST","Brazil","cagliari",37,37,3253,36.1,16,3,12,4,5,4,0,0.44,0.08,0.53,0.33,0.42,72,29,40.3,1.99,0.8,0.17,0.41,13.9,3,703,966,72.8,12259,2714,345,431,80,239,327,73.1,91,133,68.4,5.4,35,52,26,3,79,86,2.38,61,0,3,8,12,2,8,0.22,4,0,0,1,3,0,18,13,6,6,6,2,23,8.7,21,449,120,26.7,63,208,178,37,11,0,26,10,28,28,0,1383,47,160,663,629,162,1353,34,64,53.1,38,3,897,4330,1939,96,35,10,72,52,1604,1048,65.3,235,0,47,98,13,34,0,173,69,95,42.1
"266","Joaquin Correa",2392000,24,"ST","Argentina","lazio",28,25,1933,21.5,8,3,7,1,1,3,1,0.37,0.14,0.51,0.33,0.47,54,22,40.7,2.51,1.02,0.13,0.32,13.4,0,596,725,82.2,9663,1787,312,354,88.1,198,235,84.3,62,84,73.8,2,28,39,20,0,53,86,4,54,3,11,6,11,1,16,0.74,6,1,5,1,2,1,17,10,4,9,4,6,25,24,19,339,108,31.9,37,155,147,13,0,0,13,9,26,7,0,1034,11,72,444,600,149,990,33,70,47.1,37,3,798,3948,2343,132,39,16,75,57,1164,837,71.9,246,1,24,52,5,9,0,93,11,33,25
"267","Jordan Veretout",5096000,27,"M","France","as-roma",29,25,2053,22.8,10,2,5,5,5,4,0,0.44,0.09,0.53,0.22,0.31,35,14,40,1.53,0.61,0.14,0.36,20.2,3,1116,1316,84.8,23161,5986,381,425,89.6,527,578,91.2,199,286,69.6,2.4,25,122,12,2,111,59,2.59,41,11,2,1,1,3,7,0.31,5,1,0,1,0,0,27,24,10,15,2,6,34,17.6,28,352,92,26.1,86,197,69,23,4,0,19,12,39,21,3,1474,35,276,917,383,40,1373,13,22,59.1,14,0,1028,5654,3025,128,30,11,15,15,1227,1110,90.5,61,0,33,13,2,25,0,166,15,15,50
"268","Jose Callejon",3744000,33,"M","Spain","acf-fiorentina",20,6,664,7.4,0,1,0,0,0,0,0,0,0.14,0.14,0,0.14,9,1,11.1,1.22,0.14,0,0,17.8,0,211,284,74.3,3671,781,107,124,86.3,79,103,76.7,20,35,57.1,1.3,5,15,10,4,19,12,1.63,9,1,0,0,1,1,2,0.27,2,0,0,0,0,0,6,2,1,2,3,4,11,36.4,7,73,29,39.7,10,30,33,4,1,0,3,7,13,6,0,337,9,32,171,158,17,317,5,7,71.4,5,1,235,1061,544,31,12,1,6,10,320,246,76.9,39,0,7,12,0,22,0,45,7,9,43.8
"269","Jose Luis Palomino",1352000,30,"D","Argentina","atalanta",36,25,2428,27,1,2,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,4,1,25,0.15,0.04,0.25,1,26.8,0,1251,1489,84,25302,8055,391,425,92,663,731,90.7,180,297,60.6,0.9,9,88,3,0,87,15,0.56,14,0,0,0,0,1,3,0.11,3,0,0,0,0,0,70,43,39,26,5,23,45,51.1,22,413,147,35.6,195,201,17,49,15,1,34,73,143,128,1,1796,175,822,949,100,18,1721,1,1,100,1,0,1029,6066,2508,72,10,3,5,4,1051,1022,97.2,10,0,49,16,2,12,0,340,87,42,67.4
"270","Joshua Zirkzee",728000,19,"ST","Holland","parma-calcio-1913",4,0,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,0,0,0,8.1,0,22,34,64.7,258,93,15,17,88.2,6,11,54.5,0,2,0,0.2,1,3,3,0,5,2,1.59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,2,5,40,3,21,10,47.6,3,10,8,0,0,0,0,0,3,1,0,47,1,5,25,19,5,45,3,3,100,3,0,20,71,36,4,0,1,4,1,70,27,38.6,9,0,4,0,0,0,0,11,1,12,7.7
"271","Josip Ilicic",3068000,32,"ST","Slovenia","atalanta",28,17,1526,17,6,9,4,2,2,2,0,0.35,0.53,0.88,0.24,0.77,57,18,31.6,3.36,1.06,0.07,0.22,19.9,4,751,1010,74.4,14184,4720,360,421,85.5,252,332,75.9,120,201,59.7,7.8,62,69,78,17,140,103,6.07,75,9,7,5,7,0,20,1.18,13,0,3,2,2,0,9,4,1,3,5,3,19,15.8,16,194,54,27.8,16,75,103,13,0,0,13,6,15,2,2,1303,2,68,552,793,109,1238,56,88,63.6,58,6,1105,5966,3374,205,68,36,49,64,1345,1091,81.1,205,0,22,71,8,63,0,96,1,23,4.2
"272","Juan Brunetta",676000,23,"M","Argentina","parma-calcio-1913",12,4,475,5.3,1,2,1,0,0,3,0,0.19,0.38,0.57,0.19,0.57,10,5,50,1.89,0.95,0.1,0.2,18.2,1,152,189,80.4,3081,559,53,61,86.9,73,85,85.9,23,35,65.7,0.7,7,14,2,0,11,15,2.84,5,5,1,2,2,0,2,0.38,0,2,0,0,0,0,3,1,1,2,0,0,5,0,5,68,19,27.9,6,33,29,4,0,0,4,1,4,2,0,263,1,24,154,103,17,239,17,24,70.8,18,1,204,1270,618,32,10,2,18,9,265,188,70.9,40,0,11,16,1,10,0,30,2,10,16.7
"273","Juan Cuadrado",8476000,32,"D","Colombia","juventus",30,26,2175,24.2,2,10,1,1,1,9,1,0.08,0.41,0.5,0.04,0.46,18,6,33.3,0.74,0.25,0.06,0.17,17.7,0,1491,1798,82.9,30150,8837,522,591,88.3,728,799,91.1,229,371,61.7,7.2,58,76,37,8,150,110,4.55,65,24,12,1,7,1,17,0.7,10,4,1,0,2,0,42,21,24,13,5,14,40,35,26,287,84,29.3,134,93,60,35,2,0,33,31,73,22,1,2048,45,471,963,750,72,1827,56,77,72.7,58,4,1459,6840,4514,215,51,32,24,32,1658,1516,91.4,91,0,33,65,3,92,0,166,13,23,36.1
"274","Juan Musso",1040000,26,"GK","Argentina","udinese",35,35,3147,35,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,1024,75.1,22348,13382,158,159,99.4,322,327,98.5,274,523,52.4,0,0,6,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,7,0,0,0,0,0,0,0,0,2,1,1083,967,1077,7,0,0,746,1,1,100,1,0,496,2754,1337,0,0,0,0,1,419,413,98.6,0,0,4,4,0,0,0,170,1,0,100
"275","Julian Chabot",624000,22,"D","Germany","spezia-calcio",25,19,1655,18.4,1,1,1,0,0,11,1,0.05,0.05,0.11,0.05,0.11,9,2,22.2,0.49,0.11,0.11,0.5,8.9,0,915,1047,87.4,21661,5549,234,251,93.2,436,473,92.2,236,308,76.6,0.2,4,46,1,0,35,11,0.6,9,0,0,2,0,0,2,0.11,2,0,0,0,0,0,52,36,28,22,2,18,35,51.4,17,234,94,40.2,128,100,6,33,12,1,21,24,76,100,1,1267,111,632,696,31,15,1200,13,14,92.9,13,0,767,4571,2513,55,7,2,7,4,830,814,98.1,3,1,32,32,0,2,0,162,64,33,66
"276","Junior Messias",213200,29,"ST","Brazil","crotone",36,36,3215,35.7,9,4,9,0,0,6,0,0.25,0.11,0.36,0.25,0.36,98,32,32.7,2.74,0.9,0.09,0.28,21.2,9,913,1239,73.7,15959,4240,439,527,83.3,343,435,78.9,103,216,47.7,2.9,35,63,41,5,107,109,3.05,49,11,20,15,9,5,14,0.39,5,2,2,3,1,1,63,42,28,23,12,16,54,29.6,38,603,162,26.9,161,265,177,44,11,0,33,38,101,41,0,1808,75,311,922,774,120,1708,93,154,60.4,100,7,1312,9466,6202,300,110,32,96,76,1709,1236,72.3,227,0,35,93,5,60,0,237,32,70,31.4
"277","Juraj Kucka",2028000,33,"M","Slovakia","parma-calcio-1913",28,28,2334,25.9,7,2,3,4,4,8,0,0.27,0.08,0.35,0.12,0.19,56,15,26.8,2.16,0.58,0.05,0.2,20.4,2,673,919,73.2,11123,2710,365,439,83.1,223,303,73.6,66,120,55,1.8,17,50,11,3,66,50,1.93,30,1,6,3,10,0,7,0.27,6,0,1,0,0,0,62,42,27,27,8,14,57,24.6,43,497,148,29.8,147,253,97,32,4,0,28,27,89,28,0,1273,53,229,719,389,61,1249,32,49,65.3,32,6,748,3547,1749,81,21,2,45,47,1122,892,79.5,145,0,65,71,4,14,0,183,86,57,60.1
"278","Kaan Ayhan",832000,25,"D","Turkey","u.s.-sassuolo",19,7,796,8.8,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0.57,0,0,0,15.1,2,516,562,91.8,9122,2461,224,235,95.3,239,254,94.1,45,59,76.3,0,1,35,2,0,33,3,0.34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,7,6,2,7,13,53.8,6,79,34,43,41,32,6,16,4,0,12,8,23,42,0,645,76,206,387,89,6,610,3,4,75,3,0,448,2175,1490,68,17,3,2,1,493,472,95.7,5,0,8,2,0,3,0,53,15,16,48.4
"279","Kalidou Koulibaly",10140000,29,"D","Senegal","napoli",26,25,2209,24.5,0,0,0,0,0,10,1,0,0,0,0,0,10,1,10,0.41,0.04,0,0,11.4,0,1555,1736,89.6,31838,11795,539,570,94.6,722,766,94.3,258,351,73.5,0.2,5,110,7,2,85,17,0.69,15,1,0,0,1,0,1,0.04,1,0,0,0,0,0,45,29,27,16,2,17,36,47.2,19,249,101,40.6,144,89,16,54,28,1,26,30,75,98,2,1964,254,921,1103,73,16,1871,12,15,80,12,1,1337,7188,3877,103,20,0,6,5,1428,1408,98.6,3,1,29,9,0,6,0,218,45,34,57
"280","Kamil Glik",3484000,32,"D","Poland","benevento",36,36,3206,35.6,2,1,2,0,0,10,1,0.06,0.03,0.08,0.06,0.08,29,11,37.9,0.81,0.31,0.07,0.18,10,0,1135,1265,89.7,25897,6519,252,277,91,623,660,94.4,240,304,78.9,1.1,4,30,0,0,42,13,0.36,12,0,1,0,0,0,1,0.03,1,0,0,0,0,0,58,34,43,14,1,22,51,43.1,29,305,121,39.7,203,91,11,58,37,0,21,39,97,220,1,1674,328,1033,643,67,50,1610,4,6,66.7,4,0,825,3884,2110,40,1,0,6,3,1008,968,96,10,1,31,21,0,1,1,248,91,49,65
"281","Karlo Letica",208000,23,"GK","Croatia","u.c.-sampdoria",1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,91.2,771,337,3,3,100,20,20,100,8,11,72.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,36,0,0,0,28,0,0,0,0,0,23,66,35,0,0,0,0,0,18,18,100,0,0,0,0,0,0,0,5,0,0,NA
"282","Karol Linetty",2392000,25,"M","Poland","torino",27,20,1832,20.4,1,0,1,0,0,5,0,0.05,0,0.05,0.05,0.05,7,3,42.9,0.34,0.15,0.14,0.33,17.1,0,607,734,82.7,9988,2630,334,379,88.1,209,245,85.3,53,75,70.7,1.3,16,46,9,0,53,36,1.77,28,1,4,1,1,1,1,0.05,0,0,0,1,0,0,50,30,18,22,10,12,39,30.8,27,324,91,28.1,113,157,54,22,6,0,16,16,66,10,0,939,38,222,527,258,35,913,15,31,48.4,17,0,642,3136,1846,74,20,6,29,31,740,623,84.2,65,0,31,30,1,7,0,166,8,15,34.8
"283","Keita Balde",3640000,25,"ST","Senegal","u.c.-sampdoria",25,12,1197,13.3,7,1,7,0,0,4,1,0.53,0.08,0.6,0.53,0.6,44,19,43.2,3.31,1.43,0.16,0.37,13.5,0,237,317,74.8,3443,541,131,162,80.9,83,104,79.8,13,25,52,1.7,18,12,8,1,19,44,3.31,23,0,5,7,7,2,5,0.38,2,0,0,1,2,0,10,7,2,6,2,3,7,42.9,4,228,49,21.5,12,98,118,7,1,0,6,3,13,6,0,499,6,23,225,286,88,481,14,26,53.8,14,0,356,1870,1096,61,16,22,42,22,739,403,54.5,135,0,31,35,4,11,0,42,19,44,30.2
"284","Kevin Agudelo",416000,21,"M","Colombia","spezia-calcio",29,14,1356,15.1,1,2,1,0,0,4,0,0.07,0.13,0.2,0.07,0.2,19,4,21.1,1.26,0.27,0.05,0.25,17.3,0,232,320,72.5,4192,919,109,133,82,88,115,76.5,29,49,59.2,0.7,11,18,12,0,30,35,2.32,17,1,4,5,5,3,4,0.27,3,0,0,1,0,0,50,30,12,25,13,10,35,28.6,25,356,100,28.1,64,150,142,30,0,0,30,5,55,7,0,564,5,66,286,280,59,548,40,70,57.1,45,2,404,2721,1692,76,33,18,36,34,574,365,63.6,80,0,20,32,2,10,0,66,20,36,35.7
"285","Kevin Bonifazi",1040000,24,"D","Italy","udinese",30,28,2469,27.4,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0.62,0,0,0,13.8,0,1208,1348,89.6,25687,7761,331,361,91.7,667,697,95.7,198,263,75.3,0.3,2,58,3,0,49,7,0.26,5,2,0,0,0,0,1,0.04,1,0,0,0,0,0,43,26,32,9,2,14,25,56,11,267,87,32.6,170,81,16,46,21,0,25,49,92,110,2,1609,308,914,699,88,23,1552,13,18,72.2,16,1,1090,6328,3021,66,12,1,11,5,1085,1063,98,4,0,26,14,0,4,0,226,46,24,65.7
"286","Kevin Lasagna",1196000,27,"ST","Italy","hellas-verona",19,14,1267,14.1,2,0,2,0,0,0,0,0.14,0,0.14,0.14,0.14,30,7,23.3,2.13,0.5,0.07,0.29,14.1,0,194,260,74.6,2636,339,129,148,87.2,42,62,67.7,12,23,52.2,1.1,11,11,5,0,11,29,2.06,20,0,2,1,4,2,3,0.21,1,0,1,0,1,0,6,1,0,4,2,2,5,40,3,191,48,25.1,9,59,123,11,1,0,10,4,10,10,0,443,9,30,221,225,69,414,7,19,36.8,10,0,262,1437,783,39,16,10,49,32,763,315,41.3,125,0,32,21,23,8,0,52,24,62,27.9
"287","Kevin Lasagna",1196000,27,"ST","Italy","udinese",17,12,1103,12.3,2,1,2,0,0,1,0,0.16,0.08,0.24,0.16,0.24,43,14,32.6,3.51,1.14,0.05,0.14,14.6,1,152,215,70.7,2310,396,93,116,80.2,40,55,72.7,11,17,64.7,0.6,8,9,7,1,15,24,1.96,16,0,1,4,2,1,3,0.24,1,0,1,0,0,1,6,3,1,3,2,1,11,9.1,10,183,41,22.4,23,75,85,10,1,0,9,7,13,7,0,354,8,28,138,203,77,336,7,16,43.8,8,1,209,1085,422,28,7,9,28,14,487,240,49.3,96,0,20,11,9,10,0,54,19,38,33.3
"288","Kevin Malcuit",1352000,28,"D","France","napoli",2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,87.5,381,84,9,10,90,10,11,90.9,2,3,66.7,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,2,18.2,5,4,2,1,0,0,1,2,3,1,0,31,1,5,23,4,0,30,1,2,50,1,0,23,146,112,5,0,0,3,0,23,22,95.7,1,0,0,0,0,0,0,2,1,2,33.3
"289","Kevin Malcuit",1352000,28,"D","France","acf-fiorentina",5,2,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.87,0,0,0,21,0,64,91,70.3,972,263,38,40,95,23,34,67.6,3,10,30,0.1,1,5,1,0,6,3,1.3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,3,0,3,28,8,28.6,10,10,8,7,0,0,7,2,6,5,0,124,6,32,50,53,5,109,5,11,45.5,5,0,79,457,331,15,4,2,4,4,90,72,80,3,0,4,1,0,6,0,17,2,1,66.7
"290","Kevin Ruegg",520000,21,"D","Switzerland","hellas-verona",7,1,205,2.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0.44,0.44,0,0,24.7,0,56,82,68.3,922,242,28,30,93.3,24,32,75,3,13,23.1,0,0,4,1,1,2,1,0.44,0,0,0,0,1,0,1,0.44,0,0,0,0,1,0,4,3,2,1,1,0,1,0,1,30,12,40,14,11,5,7,1,0,6,1,5,4,0,105,4,25,43,43,3,90,4,4,100,4,0,59,299,138,8,2,0,4,2,77,59,76.6,6,0,2,1,1,4,0,12,2,5,28.6
"291","Kevin Strootman",5460000,30,"M","Holland","genoa-cfc",18,18,1314,14.6,0,4,0,0,0,7,0,0,0.27,0.27,0,0.27,6,2,33.3,0.41,0.14,0,0,18.9,0,691,854,80.9,12443,3313,315,362,87,294,335,87.8,74,126,58.7,2.4,23,73,17,4,61,36,2.47,30,3,0,0,1,2,5,0.34,4,0,0,0,0,1,43,27,21,21,1,22,38,57.9,16,334,96,28.7,122,158,54,37,4,0,33,28,71,16,0,999,25,224,628,207,15,950,9,11,81.8,9,1,641,2714,1265,61,22,4,9,7,770,688,89.4,26,0,25,13,1,15,0,117,15,18,45.5
"292","Koffi Djidji",988000,27,"D","France","crotone",20,16,1524,16.9,1,0,1,0,0,4,0,0.06,0,0.06,0.06,0.06,4,2,50,0.24,0.12,0.25,0.5,8.9,0,613,750,81.7,12063,4893,220,247,89.1,316,351,90,70,132,53,0.2,4,45,1,0,50,10,0.59,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0,47,22,33,10,4,7,20,35,13,275,77,28,160,95,20,49,22,1,27,28,75,84,0,961,134,490,469,57,6,884,8,13,61.5,8,0,557,2838,1558,40,9,0,4,11,571,553,96.8,8,0,22,3,1,3,0,114,34,24,58.6
"293","Koray Gunter",1040000,25,"D","Germany","hellas-verona",27,21,1768,19.6,0,2,0,0,0,4,0,0,0.1,0.1,0,0.1,6,2,33.3,0.31,0.1,0,0,16.8,0,961,1083,88.7,21347,5256,223,250,89.2,544,584,93.2,188,239,78.7,0.4,5,39,2,0,64,12,0.61,10,0,0,1,0,1,2,0.1,1,0,0,1,0,0,32,17,17,14,1,5,12,41.7,7,191,71,37.2,95,90,6,44,30,1,14,48,80,140,1,1344,142,662,741,30,7,1307,6,6,100,6,0,736,4111,2102,43,8,0,6,1,765,752,98.3,4,0,31,11,0,2,0,263,94,55,63.1
